County,Gender,Age_Group,Population_2020_04_01,Population_2020_07_01,Population_2021_07_01
Parker,Female,80+ years,2488,2498,2562
Parker,Female,5+ years,69583,70151,73797
Parker,Female,65+ years,12141,12286,12916
Parker,Female,12+ years,62462,62973,66201
Parker,Female,<16 years,15641,15740,16428
Parker,Female,16-49 years,30990,31212,32993
Parker,Male,<5 years,4675,4703,4818
Parker,Male,12-15 years,4516,4543,4736
Parker,Male,16+ years,57386,57872,60640
Parker,Male,50-64 years,15322,15426,15982
Parker,Male,65-79 years,9105,9215,9641
Parker,Male,80+ years,1918,1927,2033
Parker,Male,5+ years,69666,70259,73719
Parker,Male,65+ years,11023,11142,11674
Parker,Male,12+ years,61902,62415,65376
Parker,Male,<16 years,16955,17090,17897
Parker,Male,16-49 years,31041,31304,32984
Parmer,Female,<5 years,348,349,316
Parmer,Female,12-15 years,306,305,302
Parmer,Female,16+ years,3587,3581,3587
Parmer,Female,50-64 years,898,892,885
Parmer,Female,65-79 years,545,551,560
Parmer,Female,80+ years,207,209,207
Parmer,Female,5+ years,4398,4392,4400
Parmer,Female,65+ years,752,760,767
Parmer,Female,12+ years,3893,3886,3889
Parmer,Female,<16 years,1159,1160,1129
Parmer,Female,16-49 years,1937,1929,1935
Parmer,Male,<5 years,384,375,359
Parmer,Male,12-15 years,346,342,335
Parmer,Male,16+ years,3830,3826,3819
Parmer,Male,50-64 years,932,926,916
Parmer,Male,65-79 years,531,531,549
Parmer,Male,80+ years,154,157,152
Parmer,Male,5+ years,4739,4735,4738
Parmer,Male,65+ years,685,688,701
Parmer,Male,12+ years,4176,4168,4154
Parmer,Male,<16 years,1293,1284,1278
Parmer,Male,16-49 years,2213,2212,2202
Pecos,Female,<5 years,507,505,488
Pecos,Female,12-15 years,436,433,432
Pecos,Female,16+ years,4849,4843,4784
Pecos,Female,50-64 years,1077,1067,1034
Pecos,Female,65-79 years,752,745,757
Pecos,Female,80+ years,226,233,232
Pecos,Female,5+ years,6052,6034,5977
Pecos,Female,65+ years,978,978,989
Pecos,Female,12+ years,5285,5276,5216
Pecos,Female,<16 years,1710,1696,1681
Pecos,Female,16-49 years,2794,2798,2761
Pecos,Male,<5 years,461,458,493
Pecos,Male,12-15 years,453,452,447
Pecos,Male,16+ years,6922,6930,6974
Pecos,Male,50-64 years,1468,1462,1445
Pecos,Male,65-79 years,748,757,797
Pecos,Male,80+ years,237,239,235
Pecos,Male,5+ years,8173,8168,8160
Pecos,Male,65+ years,985,996,1032
Pecos,Male,12+ years,7375,7382,7421
Pecos,Male,<16 years,1712,1696,1679
Pecos,Male,16-49 years,4469,4472,4497
Polk,Female,<5 years,1307,1317,1319
Polk,Female,12-15 years,1125,1141,1166
Polk,Female,16+ years,18638,18790,19328
Polk,Female,50-64 years,5865,5915,6032
Polk,Female,65-79 years,3956,4005,4159
Polk,Female,80+ years,585,570,577
Polk,Female,5+ years,21719,21927,22581
Polk,Female,65+ years,4541,4575,4736
Polk,Female,12+ years,19763,19931,20494
Polk,Female,<16 years,4388,4454,4572
Polk,Female,16-49 years,8232,8300,8560
Polk,Male,<5 years,1296,1287,1321
Polk,Male,12-15 years,1268,1274,1283
Polk,Male,16+ years,22472,22615,23217
Polk,Male,50-64 years,6040,6108,6250
Polk,Male,65-79 years,4458,4501,4615
Polk,Male,80+ years,515,505,493
Polk,Male,5+ years,25801,25974,26678
Polk,Male,65+ years,4973,5006,5108
Polk,Male,12+ years,23740,23889,24500
Polk,Male,<16 years,4625,4646,4782
Polk,Male,16-49 years,11459,11501,11859
Potter,Female,<5 years,4171,4133,3898
Potter,Female,12-15 years,3583,3568,3492
Potter,Female,16+ years,43225,43171,42629
Potter,Female,50-64 years,9639,9603,9424
Potter,Female,65-79 years,6179,6231,6385
Potter,Female,80+ years,2216,2206,2107
Potter,Female,5+ years,53304,53210,52459
Potter,Female,65+ years,8395,8437,8492
Potter,Female,12+ years,46808,46739,46121
Potter,Female,<16 years,14250,14172,13728
Potter,Female,16-49 years,25191,25131,24713
Potter,Male,<5 years,4259,4219,4010
Potter,Male,12-15 years,3654,3629,3602
Potter,Male,16+ years,46361,46266,45979
Potter,Male,50-64 years,10335,10287,10120
Potter,Male,65-79 years,5644,5670,5801
Potter,Male,80+ years,1411,1403,1393
Potter,Male,5+ years,56791,56611,56180
Potter,Male,65+ years,7055,7073,7194
Potter,Male,12+ years,50015,49895,49581
Potter,Male,<16 years,14689,14564,14211
Potter,Male,16-49 years,28971,28906,28665
Presidio,Female,<5 years,240,237,224
Presidio,Female,12-15 years,157,156,167
Presidio,Female,16+ years,2299,2295,2290
Presidio,Female,50-64 years,461,455,448
Presidio,Female,65-79 years,462,461,445
Presidio,Female,80+ years,230,233,248
Presidio,Female,5+ years,2773,2763,2772
Presidio,Female,65+ years,692,694,693
Presidio,Female,12+ years,2456,2451,2457
Presidio,Female,<16 years,714,705,706
Presidio,Female,16-49 years,1146,1146,1149
Presidio,Male,<5 years,244,245,264
Presidio,Male,12-15 years,216,212,206
Presidio,Male,16+ years,2289,2280,2316
Presidio,Male,50-64 years,442,436,445
Presidio,Male,65-79 years,488,486,484
Presidio,Male,80+ years,234,234,237
Presidio,Male,5+ years,2874,2857,2880
Presidio,Male,65+ years,722,720,721
Presidio,Male,12+ years,2505,2492,2522
Presidio,Male,<16 years,829,822,828
Presidio,Male,16-49 years,1125,1124,1150
Rains,Female,<5 years,279,282,280
Rains,Female,12-15 years,273,272,285
Rains,Female,16+ years,5027,5051,5211
Rains,Female,50-64 years,1395,1395,1418
Rains,Female,65-79 years,1177,1195,1280
Rains,Female,80+ years,341,347,360
Rains,Female,5+ years,5763,5784,5954
Rains,Female,65+ years,1518,1542,1640
Rains,Female,12+ years,5300,5323,5496
Rains,Female,<16 years,1015,1015,1023
Rains,Female,16-49 years,2114,2114,2153
Rains,Male,<5 years,319,311,314
Rains,Male,12-15 years,304,308,323
Rains,Male,16+ years,4971,4984,5118
Rains,Male,50-64 years,1391,1394,1405
Rains,Male,65-79 years,1203,1214,1236
Rains,Male,80+ years,256,260,281
Rains,Male,5+ years,5803,5822,5961
Rains,Male,65+ years,1459,1474,1517
Rains,Male,12+ years,5275,5292,5441
Rains,Male,<16 years,1151,1149,1157
Rains,Male,16-49 years,2121,2116,2196
Randall,Female,<5 years,4184,4171,4103
Randall,Female,12-15 years,3962,3979,4091
Randall,Female,16+ years,56423,56640,57743
Randall,Female,50-64 years,12388,12404,12510
Randall,Female,65-79 years,8974,9021,9304
Randall,Female,80+ years,2821,2822,2821
Randall,Female,5+ years,67068,67312,68688
Randall,Female,65+ years,11795,11843,12125
Randall,Female,12+ years,60385,60619,61834
Randall,Female,<16 years,14829,14843,15048
Randall,Female,16-49 years,32240,32393,33108
Randall,Male,<5 years,4318,4294,4218
Randall,Male,12-15 years,4169,4181,4243
Randall,Male,16+ years,54107,54329,55567
Randall,Male,50-64 years,11741,11763,11894
Randall,Male,65-79 years,7829,7902,8213
Randall,Male,80+ years,1798,1799,1813
Randall,Male,5+ years,65183,65454,66845
Randall,Male,65+ years,9627,9701,10026
Randall,Male,12+ years,58276,58510,59810
Randall,Male,<16 years,15394,15419,15496
Randall,Male,16-49 years,32739,32865,33647
Reagan,Female,<5 years,134,135,127
Reagan,Female,12-15 years,98,96,94
Reagan,Female,16+ years,1146,1143,1115
Reagan,Female,50-64 years,279,278,253
Reagan,Female,65-79 years,144,147,162
Reagan,Female,80+ years,37,39,42
Reagan,Female,5+ years,1431,1428,1380
Reagan,Female,65+ years,181,186,204
Reagan,Female,12+ years,1244,1239,1209
Reagan,Female,<16 years,419,420,392
Reagan,Female,16-49 years,686,679,658
Reagan,Male,<5 years,137,137,132
Reagan,Male,12-15 years,128,125,117
Reagan,Male,16+ years,1342,1336,1299
Reagan,Male,50-64 years,295,293,277
Reagan,Male,65-79 years,145,143,142
Reagan,Male,80+ years,41,41,44
Reagan,Male,5+ years,1683,1676,1614
Reagan,Male,65+ years,186,184,186
Reagan,Male,12+ years,1470,1461,1416
Reagan,Male,<16 years,478,477,447
Reagan,Male,16-49 years,861,859,836
Real,Female,<5 years,58,59,57
Real,Female,12-15 years,54,53,52
Real,Female,16+ years,1172,1164,1187
Real,Female,50-64 years,315,316,327
Real,Female,65-79 years,342,345,343
Real,Female,80+ years,93,91,93
Real,Female,5+ years,1308,1300,1327
Real,Female,65+ years,435,436,436
Real,Female,12+ years,1226,1217,1239
Real,Female,<16 years,194,195,197
Real,Female,16-49 years,422,412,424
Real,Male,<5 years,77,77,76
Real,Male,12-15 years,56,56,58
Real,Male,16+ years,1156,1148,1202
Real,Male,50-64 years,311,301,315
Real,Male,65-79 years,327,331,345
Real,Male,80+ years,97,97,98
Real,Male,5+ years,1315,1307,1366
Real,Male,65+ years,424,428,443
Real,Male,12+ years,1212,1204,1260
Real,Male,<16 years,236,236,240
Real,Male,16-49 years,421,419,444
Red River,Female,<5 years,275,277,286
Red River,Female,12-15 years,255,252,259
Red River,Female,16+ years,4928,4897,4886
Red River,Female,50-64 years,1303,1299,1296
Red River,Female,65-79 years,1145,1141,1150
Red River,Female,80+ years,415,410,409
Red River,Female,5+ years,5641,5607,5638
Red River,Female,65+ years,1560,1551,1559
Red River,Female,12+ years,5183,5149,5145
Red River,Female,<16 years,988,987,1038
Red River,Female,16-49 years,2065,2047,2031
Red River,Male,<5 years,298,295,300
Red River,Male,12-15 years,270,269,276
Red River,Male,16+ years,4661,4658,4599
Red River,Male,50-64 years,1203,1209,1199
Red River,Male,65-79 years,1083,1084,1073
Red River,Male,80+ years,298,298,291
Red River,Male,5+ years,5373,5371,5331
Red River,Male,65+ years,1381,1382,1364
Red River,Male,12+ years,4931,4927,4875
Red River,Male,<16 years,1010,1008,1032
Red River,Male,16-49 years,2077,2067,2036
Reeves,Female,<5 years,460,459,479
Reeves,Female,12-15 years,359,358,360
Reeves,Female,16+ years,4249,4241,4191
Reeves,Female,50-64 years,907,895,869
Reeves,Female,65-79 years,636,632,648
Reeves,Female,80+ years,252,255,262
Reeves,Female,5+ years,5243,5237,5190
Reeves,Female,65+ years,888,887,910
Reeves,Female,12+ years,4608,4599,4551
Reeves,Female,<16 years,1454,1455,1478
Reeves,Female,16-49 years,2454,2459,2412
Reeves,Male,<5 years,431,426,418
Reeves,Male,12-15 years,404,407,403
Reeves,Male,16+ years,7533,7529,7343
Reeves,Male,50-64 years,1157,1161,1098
Reeves,Male,65-79 years,610,608,605
Reeves,Male,80+ years,164,161,161
Reeves,Male,5+ years,8614,8608,8400
Reeves,Male,65+ years,774,769,766
Reeves,Male,12+ years,7937,7936,7746
Reeves,Male,<16 years,1512,1505,1475
Reeves,Male,16-49 years,5602,5599,5479
Refugio,Female,<5 years,188,186,177
Refugio,Female,12-15 years,177,178,183
Refugio,Female,16+ years,2717,2724,2737
Refugio,Female,50-64 years,702,699,688
Refugio,Female,65-79 years,577,578,597
Refugio,Female,80+ years,211,212,209
Refugio,Female,5+ years,3221,3229,3245
Refugio,Female,65+ years,788,790,806
Refugio,Female,12+ years,2894,2902,2920
Refugio,Female,<16 years,692,691,685
Refugio,Female,16-49 years,1227,1235,1243
Refugio,Male,<5 years,181,176,174
Refugio,Male,12-15 years,183,183,181
Refugio,Male,16+ years,2665,2669,2671
Refugio,Male,50-64 years,683,680,667
Refugio,Male,65-79 years,530,533,544
Refugio,Male,80+ years,164,164,171
Refugio,Male,5+ years,3151,3156,3160
Refugio,Male,65+ years,694,697,715
Refugio,Male,12+ years,2848,2852,2852
Refugio,Male,<16 years,667,663,663
Refugio,Male,16-49 years,1288,1292,1289
Roberts,Female,<5 years,23,22,17
Roberts,Female,12-15 years,25,26,23
Roberts,Female,16+ years,327,321,317
Roberts,Female,50-64 years,75,73,70
Roberts,Female,65-79 years,78,79,78
Roberts,Female,80+ years,22,22,21
Roberts,Female,5+ years,397,391,384
Roberts,Female,65+ years,100,101,99
Roberts,Female,12+ years,352,347,340
Roberts,Female,<16 years,93,92,84
Roberts,Female,16-49 years,152,147,148
Roberts,Male,<5 years,22,21,18
Roberts,Male,12-15 years,27,27,25
Roberts,Male,16+ years,322,327,312
Roberts,Male,50-64 years,84,82,72
Roberts,Male,65-79 years,70,70,67
Roberts,Male,80+ years,13,13,13
Roberts,Male,5+ years,385,389,378
Roberts,Male,65+ years,83,83,80
Roberts,Male,12+ years,349,354,337
Roberts,Male,<16 years,85,83,84
Roberts,Male,16-49 years,155,162,160
Robertson,Female,<5 years,504,505,525
Robertson,Female,12-15 years,455,452,438
Robertson,Female,16+ years,6768,6760,6839
Robertson,Female,50-64 years,1679,1685,1708
Robertson,Female,65-79 years,1323,1327,1361
Robertson,Female,80+ years,479,474,464
Robertson,Female,5+ years,7997,7987,8074
Robertson,Female,65+ years,1802,1801,1825
Robertson,Female,12+ years,7223,7212,7277
Robertson,Female,<16 years,1733,1732,1760
Robertson,Female,16-49 years,3287,3274,3306
Robertson,Male,<5 years,522,517,525
Robertson,Male,12-15 years,466,467,454
Robertson,Male,16+ years,6443,6437,6529
Robertson,Male,50-64 years,1644,1633,1658
Robertson,Male,65-79 years,1254,1256,1318
Robertson,Male,80+ years,320,317,322
Robertson,Male,5+ years,7734,7731,7834
Robertson,Male,65+ years,1574,1573,1640
Robertson,Male,12+ years,6909,6904,6983
Robertson,Male,<16 years,1813,1811,1830
Robertson,Male,16-49 years,3225,3231,3231
Rockwall,Female,<5 years,3204,3227,3383
Rockwall,Female,12-15 years,3497,3520,3673
Rockwall,Female,16+ years,41814,42348,45196
Rockwall,Female,50-64 years,10164,10287,10926
Rockwall,Female,65-79 years,5732,5827,6239
Rockwall,Female,80+ years,1622,1655,1682
Rockwall,Female,5+ years,50999,51609,54986
Rockwall,Female,65+ years,7354,7482,7921
Rockwall,Female,12+ years,45311,45868,48869
Rockwall,Female,<16 years,12389,12488,13173
Rockwall,Female,16-49 years,24296,24579,26349
Rockwall,Male,<5 years,3378,3374,3519
Rockwall,Male,12-15 years,3664,3695,3876
Rockwall,Male,16+ years,40540,41057,44066
Rockwall,Male,50-64 years,10258,10394,11084
Rockwall,Male,65-79 years,5084,5170,5493
Rockwall,Male,80+ years,967,997,1081
Rockwall,Male,5+ years,50238,50880,54493
Rockwall,Male,65+ years,6051,6167,6574
Rockwall,Male,12+ years,44204,44752,47942
Rockwall,Male,<16 years,13076,13197,13946
Rockwall,Male,16-49 years,24231,24496,26408
Runnels,Female,<5 years,264,263,276
Runnels,Female,12-15 years,273,275,280
Runnels,Female,16+ years,3863,3881,3860
Runnels,Female,50-64 years,960,957,959
Runnels,Female,65-79 years,746,754,766
Runnels,Female,80+ years,282,282,275
Runnels,Female,5+ years,4572,4590,4564
Runnels,Female,65+ years,1028,1036,1041
Runnels,Female,12+ years,4136,4156,4140
Runnels,Female,<16 years,973,972,980
Runnels,Female,16-49 years,1875,1888,1860
Runnels,Male,<5 years,328,330,330
Runnels,Male,12-15 years,297,298,287
Runnels,Male,16+ years,3971,3966,3997
Runnels,Male,50-64 years,982,976,970
Runnels,Male,65-79 years,775,774,796
Runnels,Male,80+ years,219,210,204
Runnels,Male,5+ years,4736,4738,4773
Runnels,Male,65+ years,994,984,1000
Runnels,Male,12+ years,4268,4264,4284
Runnels,Male,<16 years,1093,1102,1106
Runnels,Male,16-49 years,1995,2006,2027
Rusk,Female,<5 years,1376,1376,1426
Rusk,Female,12-15 years,1377,1367,1371
Rusk,Female,16+ years,19034,19051,19307
Rusk,Female,50-64 years,4617,4610,4644
Rusk,Female,65-79 years,3598,3621,3713
Rusk,Female,80+ years,1097,1091,1105
Rusk,Female,5+ years,22681,22677,23007
Rusk,Female,65+ years,4695,4712,4818
Rusk,Female,12+ years,20411,20418,20678
Rusk,Female,<16 years,5023,5002,5126
Rusk,Female,16-49 years,9722,9729,9845
Rusk,Male,<5 years,1462,1468,1431
Rusk,Male,12-15 years,1396,1391,1414
Rusk,Male,16+ years,22946,22964,23096
Rusk,Male,50-64 years,5279,5272,5277
Rusk,Male,65-79 years,3267,3284,3346
Rusk,Male,80+ years,811,812,811
Rusk,Male,5+ years,26695,26704,26879
Rusk,Male,65+ years,4078,4096,4157
Rusk,Male,12+ years,24342,24355,24510
Rusk,Male,<16 years,5211,5208,5214
Rusk,Male,16-49 years,13589,13596,13662
Sabine,Female,<5 years,221,216,221
Sabine,Female,12-15 years,221,217,213
Sabine,Female,16+ years,4181,4173,4229
Sabine,Female,50-64 years,1144,1138,1156
Sabine,Female,65-79 years,1106,1107,1140
Sabine,Female,80+ years,394,394,399
Sabine,Female,5+ years,4740,4727,4781
Sabine,Female,65+ years,1500,1501,1539
Sabine,Female,12+ years,4402,4390,4442
Sabine,Female,<16 years,780,770,773
Sabine,Female,16-49 years,1537,1534,1534
Sabine,Male,<5 years,253,255,243
Sabine,Male,12-15 years,210,207,211
Sabine,Male,16+ years,4141,4145,4248
Sabine,Male,50-64 years,1142,1139,1190
Sabine,Male,65-79 years,1185,1189,1196
Sabine,Male,80+ years,318,318,344
Sabine,Male,5+ years,4680,4683,4794
Sabine,Male,65+ years,1503,1507,1540
Sabine,Male,12+ years,4351,4352,4459
Sabine,Male,<16 years,792,793,789
Sabine,Male,16-49 years,1496,1499,1518
San Augustine,Female,<5 years,196,199,191
San Augustine,Female,12-15 years,175,175,175
San Augustine,Female,16+ years,3283,3283,3311
San Augustine,Female,50-64 years,900,902,921
San Augustine,Female,65-79 years,763,769,774
San Augustine,Female,80+ years,316,305,313
San Augustine,Female,5+ years,3776,3780,3799
San Augustine,Female,65+ years,1079,1074,1087
San Augustine,Female,12+ years,3458,3458,3486
San Augustine,Female,<16 years,689,696,679
San Augustine,Female,16-49 years,1304,1307,1303
San Augustine,Male,<5 years,212,207,194
San Augustine,Male,12-15 years,192,191,193
San Augustine,Male,16+ years,3218,3214,3214
San Augustine,Male,50-64 years,915,913,917
San Augustine,Male,65-79 years,775,770,777
San Augustine,Male,80+ years,230,231,221
San Augustine,Male,5+ years,3734,3733,3738
San Augustine,Male,65+ years,1005,1001,998
San Augustine,Male,12+ years,3410,3405,3407
San Augustine,Male,<16 years,728,726,718
San Augustine,Male,16-49 years,1298,1300,1299
San Jacinto,Female,<5 years,687,690,673
San Jacinto,Female,12-15 years,684,684,679
San Jacinto,Female,16+ years,11100,11135,11345
San Jacinto,Female,50-64 years,3007,2988,2992
San Jacinto,Female,65-79 years,2467,2476,2563
San Jacinto,Female,80+ years,632,638,660
San Jacinto,Female,5+ years,12949,12984,13171
San Jacinto,Female,65+ years,3099,3114,3223
San Jacinto,Female,12+ years,11784,11819,12024
San Jacinto,Female,<16 years,2536,2539,2499
San Jacinto,Female,16-49 years,4994,5033,5130
San Jacinto,Male,<5 years,756,749,742
San Jacinto,Male,12-15 years,743,744,718
San Jacinto,Male,16+ years,11079,11109,11355
San Jacinto,Male,50-64 years,3011,2989,3002
San Jacinto,Male,65-79 years,2428,2451,2555
San Jacinto,Male,80+ years,614,620,638
San Jacinto,Male,5+ years,13010,13060,13292
San Jacinto,Male,65+ years,3042,3071,3193
San Jacinto,Male,12+ years,11822,11853,12073
San Jacinto,Male,<16 years,2687,2700,2679
San Jacinto,Male,16-49 years,5026,5049,5160
San Patricio,Female,<5 years,2317,2298,2256
San Patricio,Female,12-15 years,2036,2023,2011
San Patricio,Female,16+ years,26089,26111,26547
San Patricio,Female,50-64 years,5989,5996,6061
San Patricio,Female,65-79 years,4242,4242,4303
San Patricio,Female,80+ years,1244,1238,1258
San Patricio,Female,5+ years,31585,31590,32046
San Patricio,Female,65+ years,5486,5480,5561
San Patricio,Female,12+ years,28125,28134,28558
San Patricio,Female,<16 years,7813,7777,7755
San Patricio,Female,16-49 years,14614,14635,14925
San Patricio,Male,<5 years,2428,2403,2358
San Patricio,Male,12-15 years,2166,2159,2182
San Patricio,Male,16+ years,26490,26548,26982
San Patricio,Male,50-64 years,5968,5971,6037
San Patricio,Male,65-79 years,3889,3908,3987
San Patricio,Male,80+ years,901,911,928
San Patricio,Male,5+ years,32425,32481,33039
San Patricio,Male,65+ years,4790,4819,4915
San Patricio,Male,12+ years,28656,28707,29164
San Patricio,Male,<16 years,8363,8336,8415
San Patricio,Male,16-49 years,15732,15758,16030
San Saba,Female,<5 years,157,158,150
San Saba,Female,12-15 years,128,127,131
San Saba,Female,16+ years,2098,2102,2155
San Saba,Female,50-64 years,548,553,549
San Saba,Female,65-79 years,490,492,504
San Saba,Female,80+ years,199,197,191
San Saba,Female,5+ years,2446,2449,2517
San Saba,Female,65+ years,689,689,695
San Saba,Female,12+ years,2226,2229,2286
San Saba,Female,<16 years,505,505,512
San Saba,Female,16-49 years,861,860,911
San Saba,Male,<5 years,153,152,154
San Saba,Male,12-15 years,132,130,134
San Saba,Male,16+ years,2632,2632,2655
San Saba,Male,50-64 years,523,525,527
San Saba,Male,65-79 years,502,501,511
San Saba,Male,80+ years,135,134,149
San Saba,Male,5+ years,2974,2971,3006
