NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
Kroger Pharmacy 545,Pharmacy,,1001 N Beckley Ste 500,Desoto,Dallas,1001 N Beckley Ste 500,75115,04/12/2021      ,08:30:00        ,12,0,0,0,160,172,0,(972) 224-3225,http://www.kroger.com/stores/details/026/00545?cid=loc_02600545PP_gmb
Kroger Pharmacy 544,Pharmacy,,1212 E Bethany Dr,Allen,Collin,1212 E Bethany Dr,75002,04/12/2021      ,08:30:00        ,36,0,0,0,0,36,0,(972) 244-7681,http://www.kroger.com/stores/details/035/00578?cid=loc_03500578PP_gmb
Kroger Pharmacy 543,Pharmacy,,945 W Lamar Blvd,Arlington,Tarrant,945 W Lamar Blvd,76012,04/12/2021      ,08:30:00        ,18,0,0,0,0,18,0,(817) 277-2144,http://www.kroger.com/stores/details/035/00543?cid=loc_03500543PP_gmb
Kroger Pharmacy 542,Pharmacy,,3300 Texas Sage Trl,Fort Worth,Tarrant,3300 Texas Sage Trl,76177,04/12/2021      ,08:30:00        ,48,0,0,0,300,348,0,(817) 750-2041,http://www.kroger.com/stores/details/035/00542?cid=loc_03500542PP_gmb
Kroger Pharmacy 538,Pharmacy,,2350 Se Green Oaks Blvd,Arlington,Tarrant,2350 Se Green Oaks Blvd,76018,04/12/2021      ,08:30:00        ,108,0,0,0,100,208,0,(817) 419-0312,http://www.kroger.com/stores/details/035/00538?cid=loc_03500538PP_gmb
Kroger Pharmacy 535,Pharmacy,,9150 N Tarrant Pkwy,North Richland Hills,Tarrant,9150 N Tarrant Pkwy,76182,04/12/2021      ,08:30:00        ,18,0,0,0,0,18,0,(817) 918-3387,http://www.kroger.com/stores/details/035/00535?cid=loc_03500535PP_gmb
Kroger Pharmacy 532,Pharmacy,,5241 North Tarrant Pkwy,Fort Worth,Tarrant,5241 North Tarrant Pkwy,76244,04/12/2021      ,08:30:00        ,48,0,0,0,100,148,0,(817) 380-6181,http://www.kroger.com/stores/details/035/00532?cid=loc_03500532PP_gmb
Kroger Pharmacy 530,Pharmacy,,1653 Basswood Blvd,Fort Worth,Tarrant,1653 Basswood Blvd,76131,04/12/2021      ,08:30:00        ,0,0,0,60,0,0,60,(682) 316-6387,http://www.kroger.com/stores/details/035/00530?cid=loc_03500530PP_gmb
Kroger Pharmacy 529,Pharmacy,,4241 Capitol Ave,Dallas,Dallas,4241 Capitol Ave,75204,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972)338-3101,http://www.kroger.com/stores/details/034/00352?cid=loc_03400352PP_gmb
Kroger Pharmacy 528,Pharmacy,,4142 Cedar Springs Rd,Dallas,Dallas,4142 Cedar Springs Rd,75219,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(214)599-9861,http://www.kroger.com/stores/details/034/00744?cid=loc_03400744PP_gmb
Kroger Pharmacy 527,Pharmacy,,200 W Camp Wisdom Rd,Duncanville,Dallas,200 W Camp Wisdom Rd,75116,04/12/2021      ,08:30:00        ,180,0,204,0,200,380,204,(972) 298-6255,http://www.kroger.com/stores/details/035/00527?cid=loc_03500527PP_gmb
Kroger Pharmacy 526,Pharmacy,,536 Centennial Blvd,Richardson,Dallas,536 Centennial Blvd,75081,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 437-2478,http://www.kroger.com/stores/details/035/00526?cid=loc_03500526PP_gmb
Kroger Pharmacy 522,Pharmacy,,7100 Independence Pkwy,Plano,Collin,7100 Independence Pkwy,75025,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 491-2596,http://www.kroger.com/stores/details/035/00522?cid=loc_03500522PP_gmb
Kroger Pharmacy 521,Pharmacy,,2109 Harwood Rd,Bedford,Tarrant,2109 Harwood Rd,76021,04/12/2021      ,08:30:00        ,0,0,0,0,50,50,0,(817) 685-9628,http://www.kroger.com/stores/details/035/00521?cid=loc_03500521PP_gmb
Kroger Pharmacy 520,Pharmacy,,3120 S University Dr,Fort Worth,Tarrant,3120 S University Dr,76109,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(817) 566-7861,http://www.kroger.com/stores/details/018/00520?cid=loc_01800520PP_gmb
Kroger Pharmacy 518,Pharmacy,,5665 E Mockingbird Ln,Dallas,Dallas,5665 E Mockingbird Ln,75206,04/12/2021      ,08:30:00        ,12,0,0,0,100,112,0,(214) 826-2967,http://www.kroger.com/stores/details/034/00343?cid=loc_03400343PP_gmb
Kroger Pharmacy 517,Pharmacy,,160 N Coit,Richardson,Dallas,160 N Coit,75080,04/12/2021      ,08:30:00        ,48,0,0,0,0,48,0,(972) 497-9339,http://www.kroger.com/stores/details/034/00241?cid=loc_03400241PP_gmb
Kroger Pharmacy 516,Pharmacy,,976 Keller Pkwy,Keller,Tarrant,976 Keller Pkwy,76248,04/12/2021      ,08:30:00        ,24,0,0,0,100,124,0,(817) 431-5178,http://www.kroger.com/stores/details/035/00516?cid=loc_03500516PP_gmb
Kroger Pharmacy 512,Pharmacy,,2110 E Southlake Blvd,Southlake,Tarrant,2110 E Southlake Blvd,76092,04/12/2021      ,08:30:00        ,0,0,0,0,135,135,0,(817) 421-7487,http://www.kroger.com/stores/details/035/00460?cid=loc_03500460PP_gmb
Kroger Pharmacy 509,Federal Allocation,,,Dallas ,,4901 Maple Ave ,75235,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,,
Kroger Pharmacy 495,Pharmacy,,515 S Macarthur Blvd,Irving,Dallas,515 S Macarthur Blvd,75060,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 254-9105,http://www.kroger.com/stores/details/035/00495?cid=loc_03500495PP_gmb
Kroger Pharmacy 492,Pharmacy,,11925 Elam Rd,Balch Springs,Dallas,11925 Elam Rd,75180,04/12/2021      ,08:30:00        ,0,0,0,0,80,80,0,(972) 557-2567,http://www.kroger.com/stores/details/035/00492?cid=loc_03500492PP_gmb
Kroger Pharmacy 490,Pharmacy,,2415 Us Highway 79 S,Henderson,Rusk,2415 Us Highway 79 S,75654,04/12/2021      ,08:30:00        ,0,0,0,0,255,255,0,(903) 657-8596,http://www.kroger.com/stores/details/011/00490?cid=loc_01100490PP_gmb
Kroger Pharmacy 488,Pharmacy,,1707 W University Dr,Mckinney,Collin,1707 W University Dr,75069,04/12/2021      ,08:30:00        ,60,0,0,0,100,160,0,(972) 548-9633,http://www.kroger.com/stores/details/011/00488?cid=loc_01100488PP_gmb
Kroger Pharmacy 461,Pharmacy,,5190 Highway 78,Sachse,Dallas,5190 Highway 78,75048,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 675-1066,http://www.kroger.com/stores/details/011/00461?cid=loc_01100461PP_gmb
Kroger Pharmacy 460,Pharmacy,,4038 Old Denton Rd,Carrollton,Denton,4038 Old Denton Rd,75007,04/12/2021      ,08:30:00        ,126,0,66,0,0,126,66,(972) 512-3366,http://www.kroger.com/stores/details/029/00391?cid=loc_02900391PP_gmb
Kroger Pharmacy 451,Pharmacy,E,1060 N MAIN ST,EULESS,Tarrant,1060 N MAIN ST,76039,04/12/2021      ,08:30:00        ,6,0,0,0,300,306,0,(817) 283-1152,
Kroger Pharmacy 450,Pharmacy,,3600 Gus Thomasson Road,Mesquite,Dallas,3600 Gus Thomasson Road,75150,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 270-2401,http://www.kroger.com/stores/details/035/00450?cid=loc_03500450PP_gmb
Kroger Pharmacy 448,Pharmacy,,950 E Sandy Lake Rd,Coppell,Dallas,950 E Sandy Lake Rd,75019,04/12/2021      ,08:30:00        ,66,0,0,0,100,166,0,(972) 304-0823,http://www.kroger.com/stores/details/035/00448?cid=loc_03500448PP_gmb
Kroger Pharmacy 445,Pharmacy,,5330 S Cooper St,Arlington,Tarrant,5330 S Cooper St,76017,04/12/2021      ,08:30:00        ,108,0,0,0,100,208,0,(817) 472-9576,http://www.kroger.com/stores/details/035/00445?cid=loc_03500445PP_gmb
Kroger Pharmacy 439,Pharmacy,,9114 Camp Bowie West Blvd,Fort Worth,Tarrant,9114 Camp Bowie West Blvd,76116,04/12/2021      ,08:30:00        ,102,0,0,0,100,202,0,(817) 560-4233,http://www.kroger.com/stores/details/035/00439?cid=loc_03500439PP_gmb
Kroger Pharmacy 436,Pharmacy,,235 E Fm 1382,Cedar Hill,Dallas,235 E Fm 1382,75104,04/12/2021      ,08:30:00        ,30,0,108,0,0,30,108,(972) 291-0224,http://www.kroger.com/stores/details/035/00436?cid=loc_03500436PP_gmb
KROGER PHARMACY 435,Federal Allocation,,,Arlington,,2475 Ascension Blvd,76006,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,,
Kroger Pharmacy 431,Pharmacy,,325 E Spring St,Palestine,Anderson,325 E Spring St,75801,04/12/2021      ,08:30:00        ,0,0,1170,60,100,100,1230,(903) 729-5362,http://www.kroger.com/stores/details/011/00431?cid=loc_01100431PP_gmb
Kroger Pharmacy 429,Pharmacy,,2201 W Grauwyler Rd,Irving,Dallas,2201 W Grauwyler Rd,75061,04/12/2021      ,08:30:00        ,0,0,0,0,130,130,0,(972) 790-5747,http://www.kroger.com/stores/details/035/00429?cid=loc_03500429PP_gmb
Kroger Pharmacy 415,Pharmacy,,1617 W Henderson St,Cleburne,Johnson,1617 W Henderson St,76033,04/12/2021      ,08:30:00        ,18,0,0,0,0,18,0,(817) 641-0700,http://www.kroger.com/stores/details/024/00711?cid=loc_02400711PP_gmb
Kroger Pharmacy 413,Pharmacy,,2580 E Arkansas Ln,Arlington,Tarrant,2580 E Arkansas Ln,76014,04/12/2021      ,08:30:00        ,120,0,0,0,0,120,0,(817) 861-2779,http://www.kroger.com/stores/details/011/00413?cid=loc_01100413PP_gmb
Kroger Pharmacy 403,Pharmacy,,532 W Interstate 30,Garland,Dallas,532 W Interstate 30,75043,04/12/2021      ,08:30:00        ,24,0,0,0,195,219,0,(972) 226-1132,http://www.kroger.com/stores/details/035/00403?cid=loc_03500403PP_gmb
Kroger Pharmacy 402,Pharmacy,,3612 N Belt Line Rd,Irving,Dallas,3612 N Belt Line Rd,75062,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 252-6450,http://www.kroger.com/stores/details/035/00402?cid=loc_03500402PP_gmb
Kroger Pharmacy 396,Pharmacy,,6350 N Eldridge Pkwy,Houston,Harris,6350 N Eldridge Pkwy,77041,04/12/2021      ,08:30:00        ,162,0,0,0,0,162,0,(713) 896-8487,http://www.kroger.com/stores/details/034/00396?cid=loc_03400396PP_gmb
Kroger Pharmacy 392,Pharmacy,,6425 Fm 1464 Rd,Richmond,Fort Bend,6425 Fm 1464 Rd,77407,04/12/2021      ,08:30:00        ,2,200,0,0,0,202,0,(281) 277-2242,http://www.kroger.com/stores/details/034/00392?cid=loc_03400392PP_gmb
Kroger Pharmacy 374,Pharmacy,,8550 Highway 6 N,Houston,Harris,8550 Highway 6 N,77095,04/12/2021      ,08:30:00        ,174,100,0,0,100,374,0,(281) 463-2409,http://www.kroger.com/stores/details/034/00374?cid=loc_03400374PP_gmb
Kroger Pharmacy 367,Pharmacy,,,Humble ,,3820 Atascocita Road ,77396,04/12/2021      ,08:30:00        ,120,0,0,0,85,205,0,,
Kroger Pharmacy 363,Pharmacy,,9919 Westheimer Elmside,Houston,Harris,9919 Westheimer Elmside,77042,04/12/2021      ,08:30:00        ,150,100,0,0,0,250,0,(713) 532-5858,http://www.kroger.com/stores/details/011/00363?cid=loc_01100363PP_gmb
Kroger Pharmacy 362,Pharmacy,,17455 Spring Cypress Rd,Cypress,Harris,17455 Spring Cypress Rd,77429,04/12/2021      ,08:30:00        ,156,100,0,0,0,256,0,(281) 304-0971,http://www.kroger.com/stores/details/034/00362?cid=loc_03400362PP_gmb
Kroger Pharmacy 359,Pharmacy,,,Kingwood ,,25651 Highway 59 N ,77339,04/12/2021      ,08:30:00        ,126,20,0,0,100,246,0,,
Kroger Pharmacy 356,Pharmacy,,,Houston,,1352 W 43rd St ,77018,04/12/2021      ,08:30:00        ,0,0,186,0,200,200,186,,
Kroger Pharmacy 354,Pharmacy,,,Pasadena ,,3550 Spencer Hwy ,77504,04/12/2021      ,08:30:00        ,90,0,0,0,75,165,0,,
Kroger Pharmacy 352,Pharmacy,,18030 Fm 529 Rd,Cypress,Harris,18030 Fm 529 Rd,77433,04/12/2021      ,08:30:00        ,0,100,0,0,0,100,0,(281) 550-6942,http://www.kroger.com/stores/details/034/00352?cid=loc_03400352PP_gmb
Kroger Pharmacy 351,Pharmacy,,,Houston ,,14710 Woodforest Blvd ,77015,04/12/2021      ,08:30:00        ,150,0,0,0,65,215,0,,
Kroger Pharmacy 349,Pharmacy,,1520 Eldridge Pkwy,Houston,Harris,1520 Eldridge Pkwy,77077,04/12/2021      ,08:30:00        ,0,100,0,0,0,100,0,(281) 496-7719,https://www.kroger.com/stores/details/034/00349?cid=loc_03400349_gmb
Kroger Pharmacy 346,Pharmacy,,,HOUSTON,,1505 WIRT RD , 77055,04/12/2021      ,08:30:00        ,0,100,162,0,0,100,162,,
Kroger Pharmacy 342,Pharmacy,,,Seabrook ,,1905 El Mar Ln ,77586,04/12/2021      ,08:30:00        ,186,0,0,0,25,211,0,,
Kroger Pharmacy 337,Pharmacy,,,Pasadena ,,2619 Red Bluff ,77506,04/12/2021      ,08:30:00        ,192,0,0,0,80,272,0,,
Kroger Pharmacy 336,Pharmacy,,22150 Westheimer Pkwy,Katy,Harris,22150 Westheimer Pkwy,77450,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(281) 828-8778,http://www.kroger.com/stores/details/034/00136?cid=loc_03400136PP_gmb
Kroger Pharmacy 331,Pharmacy,,,Houston ,,12620 Woodforest Blvd Ste 200 ,77015,04/12/2021      ,08:30:00        ,144,0,0,0,30,174,0,,
Kroger Pharmacy 328,Pharmacy,,,Beaumont ,,3845 Phelan Blvd ,77707,04/12/2021      ,08:30:00        ,240,0,0,0,45,285,0,,
Kroger Pharmacy 325,Pharmacy,,,Beaumont ,,3965 Dowlen Rd,77706,04/12/2021      ,08:30:00        ,276,0,0,0,60,336,0,,
Kroger Pharmacy 322,Other,,,Pasadena ,,6767 Spencer Hwy,77505,04/12/2021      ,08:30:00        ,234,0,0,0,80,314,0,,
Kroger Pharmacy 319,Pharmacy,,, La Porte ,,1300 FM 655 RD,77571,04/12/2021      ,08:30:00        ,144,0,0,0,60,204,0,,
Kroger Pharmacy 318,Pharmacy,,19250 West Lake Houston Pkwy,Humble,Harris,19250 West Lake Houston Pkwy,77346,04/12/2021      ,08:30:00        ,120,0,0,0,50,170,0,(281) 812-4499,http://www.kroger.com/stores/details/034/00318?cid=loc_03400318PP_gmb
Kroger Pharmacy 312,Pharmacy,,1035 N Shepherd Dr,Houston,Harris,1035 N Shepherd Dr,77008,04/14/2021      ,16:43:07        ,0,10,0,0,5,15,0,(713) 880-4661,
Kroger Pharmacy 311,Pharmacy,,9330 Jones Rd,Houston,Harris,9330 Jones Rd,77065,04/12/2021      ,08:30:00        ,0,0,0,0,60,60,0,(281) 894-4859,http://www.kroger.com/stores/details/034/00311?cid=loc_03400311PP_gmb
Kroger Pharmacy 310,Pharmacy,,3410 Northpark Dr,Kingwood,Harris,3410 Northpark Dr,77345,04/12/2021      ,08:30:00        ,120,20,0,0,100,240,0,(281) 361-7404,http://www.kroger.com/stores/details/034/00310?cid=loc_03400310PP_gmb
Kroger Pharmacy 309,Pharmacy,,1801 S Voss Rd,Houston,Harris,1801 S Voss Rd,77057,04/12/2021      ,08:30:00        ,108,60,0,0,35,203,0,(713) 780-7643,http://www.kroger.com/stores/details/029/00572P?cid=loc_02900572PP_gmb
Kroger Pharmacy 224,Pharmacy,,3510 Altamesa Blvd,Fort Worth,Tarrant,3510 Altamesa Blvd,76133,04/12/2021      ,08:30:00        ,12,0,0,0,200,212,0,(817) 292-3777,http://www.kroger.com/stores/details/035/00224?cid=loc_03500224PP_gmb
Kroger Pharmacy 213,Pharmacy,,752 Wynnewood Village Shp Ctr,Dallas,Dallas,752 Wynnewood Village Shp Ctr,75224,04/12/2021      ,08:30:00        ,50,0,0,0,0,50,0,(214) 942-3191,http://www.kroger.com/stores/details/035/00213?cid=loc_03500213PP_gmb
Kroger Pharmacy 209,Pharmacy,,525 N Galloway,Mesquite,Dallas,525 N Galloway,75149,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(409) 948-3471,https://www.kroger.com/stores/details/034/00108?cid=loc_03400108_gmb
Kroger Pharmacy 191,Pharmacy,,313 E Pioneer Pkwy,Grand Prairie,Dallas,313 E Pioneer Pkwy,75051,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(972) 264-3011,http://www.kroger.com/stores/details/035/00191?cid=loc_03500191PP_gmb
Kroger Pharmacy 190,Pharmacy,,9475 Fm 1960 Bypass Rd W,Humble,Harris,9475 Fm 1960 Bypass Rd W,77338,04/12/2021      ,08:30:00        ,1320,0,0,0,40,1360,0,(281) 973-5090,http://www.kroger.com/stores/details/034/00190?cid=loc_03400190PP_gmb
Kroger Pharmacy 179,Pharmacy,,,Cypress,,20355 Cypresswood Dr ,77433,04/12/2021      ,08:30:00        ,0,100,0,0,85,185,0,,
Kroger Pharmacy 161,Pharmacy,,,Houston,,14344 Memorial Dr ,77079,04/12/2021      ,08:30:00        ,0,100,0,0,0,100,0,,
Kroger Pharmacy 150,Pharmacy,,6315 Garth Rd,Baytown,Harris,6315 Garth Rd,77521,04/12/2021      ,08:30:00        ,276,0,0,0,80,356,0,(346) 216-4155,http://www.kroger.com/stores/details/034/00150?cid=loc_03400150PP_gmb
Kroger Pharmacy 146,Pharmacy,,,Katy,,1712 Spring Green Blvd , 77494,04/12/2021      ,08:30:00        ,0,100,0,0,84,184,0,,
Kroger Pharmacy 138,Pharmacy,,22030 Market Place Dr,New Caney,Montgomery,22030 Market Place Dr,77357,04/12/2021      ,08:30:00        ,90,0,0,0,100,190,0,(281) 747-5089,http://www.kroger.com/stores/details/011/00320?cid=loc_01100320PP_gmb
Kroger Pharmacy 122,Pharmacy,,,Katy,Harris,2700 W Grand Pkwy N,77449,04/12/2021      ,08:30:00        ,0,0,0,0,105,105,0,,
Kroger Pharmacy 121,Pharmacy,,,Katy,Fort Bend,9806 Gaston Rd,77494,04/12/2021      ,08:30:00        ,0,0,0,0,100,100,0,(346) 307-3055,
Kroger Pharmacy 115,Pharmacy,,9703 Barker Cypress Rd,Cypress,Harris,9703 Barker Cypress Rd,77433,04/12/2021      ,08:30:00        ,0,47,0,0,0,47,0,(281) 746-3645,http://www.kroger.com/stores/details/034/00115?cid=loc_03400115PP_gmb
Kroger Pharmacy 017,Pharmacy,,1440 Studemont St,Houston,Harris,1440 Studemont St,77007,04/12/2021      ,08:30:00        ,24,90,0,0,0,114,0,(832) 708-2287,http://www.kroger.com/stores/details/034/00017?cid=loc_03400017PP_gmb
Kroger Pharmacy 378,Pharmacy,,6055 Fry Rd,Katy,Harris,6055 Fry Rd,77449,04/12/2021      ,08:30:00        ,0,100,0,0,30,130,0,(281) 858-7613,http://www.kroger.com/stores/details/034/00378?cid=loc_03400378PP_gmb
Fiesta Lifecare Pharmacy 5 LLC,Federal Allocation,,3230 Martin Luther King Jr Blvd,Dallas,Texas,3230 Martin Luther King Junior,75210,04/14/2021      ,09:11:58        ,0,150,0,150,0,150,150,,
BJP Healthcare LLC,Pharmacy,,1724 S colorado Street,lockhart,caldwell,"1724 South Colorado Street, Lockhart, TX, USA",78644,04/14/2021      ,09:09:32        ,0,0,0,0,340,340,0,(512) 398-2288,
Walgreens Pharmacy 04858,Pharmacy,,,,,"6205 WESTCREEK DR Fort Worth, TX 76133",,04/14/2021      ,08:49:35        ,0,0,0,0,75,75,0,(817) 263-0962,https://www.walgreens.com/locator/walgreens-6205+westcreek+dr-fort+worth-tx-76133/id=4858
"Remedi SeniorCare of Dallas, LLC",Federal Allocation,,2700 Research Drive,Plano,Collin,2700 Research Drive,75074,04/14/2021      ,08:39:31        ,0,0,0,0,300,300,0,,
Kaufman County Detention Center,Other,,,Kaufman,Kaufman,1900 E Hwy 175,75142,04/14/2021      ,07:07:54        ,0,0,0,0,100,100,0,,
International Travel Solutions - Dallas,Medical Practice,,12810 Hillcrest Rd,Dallas,Dallas,"12810 Hillcrest Road, Dallas, TX, USA",75230,04/14/2021      ,08:37:40        ,0,50,0,0,0,50,0,,
International Travel Solutions - Grapevine,Medical Practice,,1340 S Main St,Grapevine,Tarrant,"1340 South Main Street, Grapevine, TX, USA",76051,04/14/2021      ,08:39:38        ,0,80,0,0,0,80,0,,
BRUCES PHARMACY,Pharmacy,,6001 39th St,Groves,Jefferson,6001 39th Street,77619,04/14/2021      ,06:53:27        ,0,60,0,0,0,60,0,(409) 962-4431,
Walgreens Pharmacy 05958,Pharmacy,,,,,"103 W FM 544 Murphy, TX 75094",,04/13/2021      ,17:46:58        ,12,0,0,0,135,147,0,(972) 509-8910,https://www.walgreens.com/locator/walgreens-103+w+fm+544-murphy-tx-75094/id=5958
Gulf Coast Health Center Inc.,Other,,,Port Arthur,Jefferson,2548 Memorial Blvd,77640,04/14/2021      ,17:18:22        ,0,70,0,0,500,570,0,(409) 983-1161,
Paris Pediatric Clinic,Other,,3150 Clarksville St,Paris,Lamar,3150 Clarksville St,75460,04/14/2021      ,09:49:01        ,0,0,0,0,200,200,0,,
MARTIN LUTHER KING JR FAMILY CLINIC,Community Clinic,,2922B MARTIN LUTHER KING JR BLVD,DALLAS,Dallas,2922B MARTIN LUTHER KING JR BLVD,75215,04/13/2021      ,09:51:34        ,0,140,0,0,0,140,0,(214) 670-7200,http://www.mlkfamilyclinic.org/
Walgreens Pharmacy 04662,Pharmacy,,,Garland,,3045 BROADWAY BLVD,75041,04/14/2021      ,15:07:22        ,30,0,0,0,0,30,0,(972) 864-1608,https://www.walgreens.com/locator/walgreens-3045+broadway+blvd-garland-tx-75041/id=4662
North Houston Cancer Clinics ,Medical Practice,,,huntsville,Texas,3233 woodward dr,77384,04/14/2021      ,13:39:05        ,0,388,0,273,0,388,273,,
"Ricky A. Siewert, DO",Other,,3006 Garrett Dr,Perryton,Ochiltree,3006 Garrett Dr,79070,04/14/2021      ,17:15:57        ,0,70,0,100,0,70,100,,
Laredo Isd,Other,,,Laredo ,Webb,2001 Cedar St ,78040,04/14/2021      ,16:41:46        ,0,40,0,1200,0,40,1200,,
Teare Memorial Clinic,Medical Practice,,146 N Pioneer,Booker,Lipscomb,146 N Pioneer,79005,04/14/2021      ,15:40:41        ,0,250,0,290,0,250,290,(806) 658-4531,
Orange County Convention and Expo Center,Other,,,Orange,,11475 FM 1442 ORANGE 77630,77630,04/14/2021      ,06:14:01        ,0,2960,0,2800,500,3460,2800,,
Care Rx Pharmacy,Federal Allocation,,4501 Hale Ave ,Harlingen,Cameron ,4501 Hale Ave Suite 1,78550,04/13/2021      ,18:16:44        ,42,0,0,0,0,42,0,(956) 365-4677,
Walgreens Pharmacy 04396,Pharmacy,,, Houston ,,10850 Scarsdale Blvd,77089,04/14/2021      ,18:58:48        ,13,0,0,0,135,148,0,,
TitaniumRx Pharmacy,Pharmacy,,THOMPSON ROAD,RICHMOND,TX,2116 Thompson Road G-1,77469,04/14/2021      ,08:25:35        ,0,0,0,0,270,270,0,8323631246,
Valleywide Pharmacy And Dme,Federal Allocation,,,Brownsville,,680 Paredes Line Rd Suite B,78521,04/14/2021      ,19:22:14        ,0,0,0,0,20,20,0,(956) 372-1405,
Valu Rite Pharmacy,Pharmacy,,709 Woodrow Wilson Ray Cir,Bridgeport,Wise,709 Woodrow Wilson Ray Circle,76426,04/14/2021      ,13:57:01        ,0,0,0,0,150,150,0,(940) 683-2950,valurite_pharmacy@yahoo.com
MCALLEN MEDICAL CENTER (STHS),Hospital,V,301 W Expressway 83,Mcallen,Hidalgo,301 W Expressway 83,78501,04/13/2021      ,16:19:44        ,1167,0,0,0,55,1222,0,(956) 632-4880,http://www.chghospitals.com/
Gatesville Drug Company,Other,,,Gatesville,Coryell,2513 S State Hwy 36,76528,04/13/2021      ,15:23:37        ,0,0,0,0,650,650,0,,
James Haden Md,Medical Practice,,1000 College Ave,Fort Worth,Tarrant,1000 College Ave,76104,04/13/2021      ,14:23:33        ,0,90,0,40,0,90,40,(817) 336-8855,http://www.allergyfortworth.com/
Family Health Center Perryton,Medical Practice,,3019 S Main St,Perryton,Ochiltree,3019 S Main St,79070,04/14/2021      ,10:06:47        ,0,380,0,0,0,380,0,(806) 435-7154,
KERRVILLE STATE HOSP,Hospital,P,721 Thompson Dr,Kerrville,Kerr,721 Thompson Dr,78028,04/13/2021      ,14:47:49        ,0,0,0,90,0,0,90,(830) 896-2211,http://www.dshs.texas.gov/mhhospitals/kerrvillesh/
Kelsey Seybold Clinic - Cypress,Community Clinic,,13105 Wortham Center Drive,Houston,Harris,13105 Wortham Center Drive,77065,04/08/2021      ,17:26:59        ,0,0,0,0,155,155,0,713-442-4000,
DRISCOLL CHILDREN'S HOSPITAL,Vaccine Hub,U,3533 S Alameda,Corpus Christi,Nueces,3533 S Alameda,78411,04/13/2021      ,16:06:35        ,7047,0,0,0,0,7047,0,(361) 694-5000,http://www.driscollchildrens.org/
Eagle Pharmacy - Lindale,Pharmacy,,1404 S Main St,Lindale,Smith,1404 S Main St,75771,04/14/2021      ,17:17:30        ,0,600,0,0,0,600,0,,http://www.eaglerx.net/
