Date,Level,COVID_ICU_Beds,COVID_ICU_Patients,COVID_General_Beds,COVID_General_Patients
2021-06-13,Fort Bend,105,5,487,38
2021-06-14,Fort Bend,103,4,584,34
2021-06-15,Fort Bend,112,5,624,51
2021-06-16,Fort Bend,107,4,608,30
2021-06-17,Fort Bend,103,5,678,29
2021-06-18,Fort Bend,105,4,671,40
2021-06-19,Fort Bend,107,6,584,41
2021-06-20,Fort Bend,106,7,520,34
2021-06-21,Fort Bend,103,5,584,42
2021-06-22,Fort Bend,102,7,614,40
2021-06-23,Fort Bend,107,7,571,36
2021-06-24,Fort Bend,114,6,649,32
2021-06-25,Fort Bend,4,6,635,33
2021-06-26,Fort Bend,103,6,539,30
2021-06-27,Fort Bend,106,6,448,31
2021-06-28,Fort Bend,113,6,661,32
2021-06-29,Fort Bend,111,5,655,25
2021-06-30,Fort Bend,99,4,628,25
2021-07-01,Fort Bend,98,3,665,29
2021-07-02,Fort Bend,97,3,663,34
2021-07-03,Fort Bend,93,3,502,39
2021-07-04,Fort Bend,99,5,488,20
2021-07-05,Fort Bend,104,4,503,31
2021-07-06,Fort Bend,103,6,612,31
2021-07-07,Fort Bend,111,7,591,31
2021-07-08,Fort Bend,116,9,570,33
2021-07-09,Fort Bend,112,14,589,27
2021-07-10,Fort Bend,109,7,528,35
2021-07-11,Fort Bend,111,12,474,39
2021-07-12,Fort Bend,110,8,521,54
2021-07-13,Fort Bend,115,8,627,39
2021-07-14,Fort Bend,112,8,487,43
2021-07-15,Fort Bend,115,7,582,48
2021-07-16,Fort Bend,114,10,533,63
2021-07-17,Fort Bend,115,11,528,38
2021-07-18,Fort Bend,111,15,538,37
2021-07-19,Fort Bend,116,13,556,50
2021-07-20,Fort Bend,115,13,649,60
2021-07-21,Fort Bend,112,17,623,63
2021-07-22,Fort Bend,116,20,612,61
2021-07-23,Fort Bend,115,20,634,70
2021-07-24,Fort Bend,18,20,662,72
2021-07-25,Fort Bend,119,20,556,79
2021-07-26,Fort Bend,118,19,586,97
2021-07-27,Fort Bend,119,21,666,89
2021-07-28,Fort Bend,117,21,605,106
2021-07-29,Fort Bend,115,18,640,105
2021-07-30,Fort Bend,117,23,628,117
2021-07-31,Fort Bend,26,23,595,105
2021-08-01,Fort Bend,115,23,625,113
2021-08-02,Fort Bend,117,23,629,115
2021-08-03,Fort Bend,121,23,604,137
2021-08-04,Fort Bend,118,30,680,153
2021-08-05,Fort Bend,117,29,681,147
2021-08-06,Fort Bend,118,30,680,155
2021-08-07,Fort Bend,115,28,605,175
2021-08-08,Fort Bend,118,27,598,170
2021-08-09,Fort Bend,117,32,668,160
2021-08-10,Fort Bend,116,30,658,161
2021-08-11,Fort Bend,116,30,665,174
2021-08-12,Fort Bend,117,32,649,204
2021-08-13,Fort Bend,118,33,632,196
2021-08-14,Fort Bend,36,33,615,185
2021-08-15,Fort Bend,117,39,600,197
2021-08-16,Fort Bend,117,39,588,204
2021-08-17,Fort Bend,116,43,632,211
2021-08-18,Fort Bend,116,43,673,223
2021-08-19,Fort Bend,115,43,623,220
2021-08-20,Fort Bend,118,41,639,226
2021-08-21,Fort Bend,120,46,622,227
2021-08-22,Fort Bend,117,38,543,199
2021-08-23,Fort Bend,45,38,682,208
2021-08-24,Fort Bend,116,46,664,206
2021-08-25,Fort Bend,118,47,701,207
2021-08-26,Fort Bend,120,48,695,191
2021-08-27,Fort Bend,118,37,583,169
2021-08-28,Fort Bend,119,36,528,153
2021-08-29,Fort Bend,119,36,595,187
2021-08-30,Fort Bend,34,36,588,194
2021-08-31,Fort Bend,118,36,616,203
2021-09-01,Fort Bend,105,33,189,203
2021-09-02,Fort Bend,119,32,617,186
2021-09-03,Fort Bend,121,33,618,167
2021-09-04,Fort Bend,119,32,537,189
2021-09-05,Fort Bend,117,34,568,173
2021-09-06,Fort Bend,120,29,486,165
2021-09-07,Fort Bend,30,29,521,168
2021-09-08,Fort Bend,29,29,546,176
2021-09-09,Fort Bend,114,34,622,161
2021-09-10,Fort Bend,118,35,647,155
2021-09-11,Fort Bend,109,36,503,164
2021-09-12,Fort Bend,119,37,535,158
2021-09-13,Fort Bend,33,37,602,168
2021-09-14,Fort Bend,118,35,529,159
2021-09-15,Fort Bend,121,37,612,154
2021-09-16,Fort Bend,35,37,548,115
2021-09-17,Fort Bend,37,37,149,115
2021-09-18,Fort Bend,117,32,534,159
2021-09-19,Fort Bend,120,33,521,153
2021-09-20,Fort Bend,118,35,585,144
2021-09-21,Fort Bend,118,35,518,115
2021-09-22,Fort Bend,116,35,559,109
2021-09-23,Fort Bend,117,28,615,129
2021-09-24,Fort Bend,118,26,627,103
2021-09-25,Fort Bend,119,23,531,124
2021-09-26,Fort Bend,115,22,500,116
2021-09-27,Fort Bend,21,22,605,110
2021-09-28,Fort Bend,22,22,600,111
2021-09-29,Fort Bend,118,24,614,99
2021-09-30,Fort Bend,117,21,559,85
2021-10-01,Fort Bend,120,24,539,98
2021-10-02,Fort Bend,25,24,502,96
2021-10-03,Fort Bend,117,24,404,84
2021-10-04,Fort Bend,119,23,542,99
2021-10-05,Fort Bend,118,21,518,100
2021-10-06,Fort Bend,116,20,599,82
2021-10-07,Fort Bend,119,23,605,85
2021-10-08,Fort Bend,22,23,540,79
2021-10-09,Fort Bend,117,19,512,78
2021-10-10,Fort Bend,117,19,465,75
2021-10-11,Fort Bend,113,19,567,89
2021-10-12,Fort Bend,116,19,605,75
2021-10-13,Fort Bend,115,19,631,89
2021-10-14,Fort Bend,116,25,627,69
2021-10-15,Fort Bend,23,25,600,64
2021-10-16,Fort Bend,20,25,513,75
2021-10-17,Fort Bend,20,25,474,56
2021-10-18,Fort Bend,115,18,533,61
2021-10-19,Fort Bend,113,16,561,70
2021-10-20,Fort Bend,110,16,596,55
2021-10-21,Fort Bend,108,16,615,49
2021-10-22,Fort Bend,15,16,588,51
2021-10-23,Fort Bend,107,16,480,52
2021-10-24,Fort Bend,14,16,496,55
2021-10-25,Fort Bend,98,13,528,43
2021-10-26,Fort Bend,107,13,502,52
2021-10-27,Fort Bend,110,11,535,49
2021-10-28,Fort Bend,111,9,556,55
2021-10-29,Fort Bend,108,12,566,56
2021-10-30,Fort Bend,8,12,452,68
2021-10-31,Fort Bend,96,12,415,44
2021-11-01,Fort Bend,106,7,502,54
2021-11-02,Fort Bend,105,7,464,55
2021-11-03,Fort Bend,110,10,499,49
2021-11-04,Fort Bend,8,10,44,49
2021-11-05,Fort Bend,114,6,491,48
2021-11-06,Fort Bend,120,12,453,48
2021-11-07,Fort Bend,119,14,436,42
2021-11-08,Fort Bend,113,12,417,40
2021-11-09,Fort Bend,116,12,465,35
2021-11-10,Fort Bend,119,10,487,57
2021-11-11,Fort Bend,117,8,432,48
2021-11-12,Fort Bend,117,8,510,33
2021-11-13,Fort Bend,116,11,453,48
2021-11-14,Fort Bend,110,9,449,44
2021-11-15,Fort Bend,99,8,42,44
2021-11-16,Fort Bend,110,9,350,59
2021-11-17,Fort Bend,109,11,502,56
2021-11-18,Fort Bend,112,11,588,57
2021-11-19,Fort Bend,10,11,595,50
2021-11-20,Fort Bend,111,11,439,46
2021-11-21,Fort Bend,116,11,462,42
2021-11-22,Fort Bend,14,11,496,47
2021-11-23,Fort Bend,112,11,548,58
2021-11-24,Fort Bend,107,11,430,50
2021-11-25,Fort Bend,99,13,420,50
2021-11-26,Fort Bend,113,12,363,39
2021-11-27,Fort Bend,108,9,392,48
2021-11-28,Fort Bend,11,9,403,65
2021-11-29,Fort Bend,111,10,493,50
2021-11-30,Fort Bend,110,7,519,58
2021-12-01,Fort Bend,111,10,471,59
2021-12-02,Fort Bend,13,10,552,37
2021-12-03,Fort Bend,112,9,484,52
2021-12-04,Fort Bend,116,10,524,63
2021-12-05,Fort Bend,114,11,441,43
2021-12-06,Fort Bend,112,12,569,51
2021-12-07,Fort Bend,108,9,523,71
2021-12-08,Fort Bend,8,9,501,53
2021-12-09,Fort Bend,110,9,606,45
2021-12-10,Fort Bend,10,9,489,63
2021-12-11,Fort Bend,108,9,465,65
2021-12-12,Fort Bend,109,8,448,55
2021-12-13,Fort Bend,105,8,515,40
2021-12-14,Fort Bend,113,10,413,50
2021-12-15,Fort Bend,115,7,504,50
2021-12-16,Fort Bend,112,6,546,70
2021-12-17,Fort Bend,110,6,549,57
2021-12-18,Fort Bend,112,8,448,56
2021-12-19,Fort Bend,111,6,432,70
2021-12-20,Fort Bend,106,6,540,60
2021-12-21,Fort Bend,111,9,534,63
2021-12-22,Fort Bend,108,7,483,70
2021-12-23,Fort Bend,110,9,473,79
2021-12-24,Fort Bend,114,10,426,69
2021-12-25,Fort Bend,116,9,373,82
2021-12-26,Fort Bend,111,13,378,82
2021-12-27,Fort Bend,115,14,438,114
2021-12-28,Fort Bend,115,14,506,110
2021-12-29,Fort Bend,117,17,447,129
2021-12-30,Fort Bend,116,18,508,123
2021-12-31,Fort Bend,115,17,501,137
2022-01-01,Fort Bend,115,17,452,149
2022-01-02,Fort Bend,116,19,438,171
2022-01-03,Fort Bend,16,19,351,150
2022-01-04,Fort Bend,115,15,395,164
2022-01-05,Fort Bend,117,15,504,189
2022-01-06,Fort Bend,118,17,482,163
2022-01-07,Fort Bend,119,18,571,177
2022-01-08,Fort Bend,116,25,485,194
2022-01-09,Fort Bend,119,29,464,176
2022-01-10,Fort Bend,120,31,488,190
2022-01-11,Fort Bend,119,33,463,161
2022-01-12,Fort Bend,116,38,563,204
2022-01-13,Fort Bend,119,30,543,206
2022-01-14,Fort Bend,115,40,617,186
2022-01-15,Fort Bend,34,40,569,178
2022-01-16,Fort Bend,32,40,522,169
2022-01-17,Fort Bend,117,40,564,181
2022-01-18,Fort Bend,116,29,626,181
2022-01-19,Fort Bend,115,34,649,172
2022-01-20,Fort Bend,116,34,710,177
2022-01-21,Fort Bend,118,37,658,163
2022-01-22,Fort Bend,116,38,569,160
2022-01-23,Fort Bend,118,36,568,177
2022-01-24,Fort Bend,119,38,607,153
2022-01-25,Fort Bend,118,38,626,176
2022-01-26,Fort Bend,120,32,568,183
2022-01-27,Fort Bend,118,31,616,171
2022-01-28,Fort Bend,112,28,615,176
2022-01-29,Fort Bend,114,30,537,169
2022-01-30,Fort Bend,113,31,522,157
2022-01-31,Fort Bend,112,31,567,156
2022-02-01,Fort Bend,114,30,594,124
2022-02-02,Fort Bend,117,26,621,138
2022-02-03,Fort Bend,115,23,589,124
2022-02-04,Fort Bend,112,24,592,120
2022-02-05,Fort Bend,22,24,553,103
2022-02-06,Fort Bend,115,23,518,106
2022-02-07,Fort Bend,117,22,642,106
2022-02-08,Fort Bend,19,22,546,91
2022-02-09,Fort Bend,115,23,618,106
2022-02-10,Fort Bend,118,19,607,89
2022-02-11,Fort Bend,20,19,579,98
2022-02-12,Fort Bend,120,22,564,87
2022-02-13,Fort Bend,19,22,571,90
2022-02-14,Fort Bend,116,16,584,83
2022-02-15,Fort Bend,110,14,602,85
2022-02-16,Fort Bend,111,17,574,95
2022-02-17,Fort Bend,115,15,641,85
2022-02-18,Fort Bend,119,13,598,72
2022-02-19,Fort Bend,112,15,588,92
2022-02-20,Fort Bend,106,14,581,80
2022-02-21,Fort Bend,111,14,565,59
2022-02-22,Fort Bend,110,13,628,67
2022-02-23,Fort Bend,107,11,607,77
2022-02-24,Fort Bend,105,14,620,76
2022-02-25,Fort Bend,117,16,590,78
2022-02-26,Fort Bend,118,15,558,63
2022-02-27,Fort Bend,112,15,524,69
2022-02-28,Fort Bend,104,16,592,70
2022-03-01,Fort Bend,103,16,560,77
2022-03-02,Fort Bend,112,14,588,87
2022-03-03,Fort Bend,113,12,615,78
2022-03-04,Fort Bend,117,13,638,57
2022-03-05,Fort Bend,107,6,528,54
2022-03-06,Fort Bend,108,7,518,51
2022-03-07,Fort Bend,113,7,563,47
2022-03-08,Fort Bend,4,7,524,66
2022-03-09,Fort Bend,107,6,555,44
2022-03-10,Fort Bend,104,6,586,61
2022-03-11,Fort Bend,101,7,546,52
2022-03-12,Fort Bend,106,6,505,48
2022-03-13,Fort Bend,100,4,492,35
2022-03-14,Fort Bend,97,6,487,47
2022-03-15,Fort Bend,105,6,579,52
2022-03-16,Fort Bend,111,5,596,52
2022-03-17,Fort Bend,113,4,531,54
2022-03-18,Fort Bend,108,4,48,54
2022-03-19,Fort Bend,110,4,514,59
2022-03-20,Fort Bend,107,4,479,44
2022-03-21,Fort Bend,103,3,497,46
2022-03-22,Fort Bend,103,3,524,39
2022-03-23,Fort Bend,108,3,539,45
2022-03-24,Fort Bend,106,3,541,43
2022-03-25,Fort Bend,101,3,543,44
2022-03-26,Fort Bend,98,4,536,46
2022-03-27,Fort Bend,108,4,492,39
2022-03-28,Fort Bend,104,2,498,34
2022-03-29,Fort Bend,4,2,532,33
2022-03-30,Fort Bend,108,5,560,49
2022-03-31,Fort Bend,106,3,568,32
2022-04-01,Fort Bend,109,3,531,48
2022-04-02,Fort Bend,103,5,517,27
2022-04-03,Fort Bend,2,5,499,31
2022-04-04,Fort Bend,107,1,460,42
2022-04-05,Fort Bend,106,1,536,32
2022-04-06,Fort Bend,108,1,528,38
2022-04-07,Fort Bend,2,1,523,37
2022-04-08,Fort Bend,102,3,533,26
2022-04-09,Fort Bend,104,3,486,26
2022-04-10,Fort Bend,103,3,445,31
2022-04-11,Fort Bend,105,2,490,24
2022-04-12,Fort Bend,103,2,484,42
2022-04-13,Fort Bend,109,3,501,34
2022-04-14,Fort Bend,110,4,495,29
2022-04-15,Fort Bend,117,4,498,41
2022-04-16,Fort Bend,117,4,450,35
2022-04-17,Fort Bend,107,2,456,26
2022-04-18,Fort Bend,113,3,438,35
2022-04-19,Fort Bend,111,5,518,40
2022-04-20,Fort Bend,110,2,508,36
2022-04-21,Fort Bend,104,2,544,43
2022-04-22,Fort Bend,114,2,479,39
2022-04-23,Fort Bend,112,0,452,41
2022-04-24,Fort Bend,108,2,471,24
2022-04-25,Fort Bend,1,2,502,29
2022-04-26,Fort Bend,111,4,496,30
2022-04-27,Fort Bend,113,5,538,35
2022-04-28,Fort Bend,115,1,566,35
2022-04-29,Fort Bend,114,3,31,35
2022-04-30,Fort Bend,4,3,501,37
2022-05-01,Fort Bend,113,3,493,21
2022-05-02,Fort Bend,110,6,489,25
2022-05-03,Fort Bend,2,6,538,38
2022-05-04,Fort Bend,108,4,494,37
2022-05-05,Fort Bend,109,4,523,49
2022-05-06,Fort Bend,104,2,562,45
2022-05-07,Fort Bend,112,3,456,29
2022-05-08,Fort Bend,110,5,458,36
2022-05-09,Fort Bend,108,5,486,27
2022-05-10,Fort Bend,102,4,510,33
2022-05-11,Fort Bend,106,4,506,37
2022-05-12,Fort Bend,109,2,501,42
2022-05-13,Fort Bend,108,1,496,25
2022-05-14,Fort Bend,107,2,498,23
2022-05-15,Fort Bend,106,1,460,38
2022-05-16,Fort Bend,107,3,433,37
2022-05-17,Fort Bend,108,3,414,37
2022-05-18,Fort Bend,108,3,474,34
2022-05-19,Fort Bend,103,3,521,43
2022-05-20,Fort Bend,110,3,458,39
2022-05-21,Fort Bend,111,2,436,42
2022-05-22,Fort Bend,111,2,369,41
2022-05-23,Fort Bend,103,1,371,42
2022-05-24,Fort Bend,0,1,450,54
2022-05-25,Fort Bend,112,2,473,47
2022-05-26,Fort Bend,106,3,448,53
2022-05-27,Fort Bend,107,2,473,56
2022-05-28,Fort Bend,103,1,393,48
2022-05-29,Fort Bend,106,3,390,54
2022-05-30,Fort Bend,108,4,425,52
2022-05-31,Fort Bend,106,4,437,56
2022-06-01,Fort Bend,112,5,472,62
2022-06-02,Fort Bend,113,7,501,49
2022-06-03,Fort Bend,112,7,493,66
2022-06-04,Fort Bend,110,5,502,57
2022-06-05,Fort Bend,102,7,495,47
2022-06-06,Fort Bend,105,6,474,49
2022-06-07,Fort Bend,103,5,497,61
2022-06-08,Fort Bend,107,6,492,48
2022-06-09,Fort Bend,102,6,534,65
2022-06-10,Fort Bend,104,4,506,54
2022-06-11,Fort Bend,102,7,470,65
2022-06-12,Fort Bend,101,5,436,41
2022-06-13,Fort Bend,104,6,471,66
2022-06-14,Fort Bend,111,9,533,89
2022-06-15,Fort Bend,112,10,537,74
2022-06-16,Fort Bend,107,6,512,73
2022-06-17,Fort Bend,106,7,517,60
2022-06-18,Fort Bend,107,7,468,52
2022-06-19,Fort Bend,109,6,372,48
2022-06-20,Fort Bend,102,3,487,62
2022-06-21,Fort Bend,104,5,489,75
2022-06-22,Fort Bend,107,4,515,68
2022-06-23,Fort Bend,7,4,514,72
2022-06-24,Fort Bend,109,8,513,72
2022-06-25,Fort Bend,107,7,429,50
2022-06-26,Fort Bend,105,12,432,68
2022-06-27,Fort Bend,110,5,446,74
2022-06-28,Fort Bend,114,8,496,88
2022-06-29,Fort Bend,109,7,549,73
2022-06-30,Fort Bend,105,10,87,73
2022-07-01,Fort Bend,11,10,573,84
2022-07-02,Fort Bend,7,10,469,63
2022-07-03,Fort Bend,107,12,416,73
2022-07-04,Fort Bend,103,12,463,84
2022-07-05,Fort Bend,102,13,427,91
2022-07-06,Fort Bend,101,11,523,95
2022-07-07,Fort Bend,10,11,605,83
2022-07-08,Fort Bend,104,8,582,92
2022-07-09,Fort Bend,108,10,490,99
2022-07-10,Fort Bend,109,7,441,81
2022-07-11,Fort Bend,103,5,542,94
2022-07-12,Fort Bend,105,11,517,101
2022-07-13,Fort Bend,108,7,557,93
2022-07-14,Fort Bend,112,5,584,93
2022-07-15,Fort Bend,109,9,520,104
2022-07-16,Fort Bend,108,9,539,86
2022-07-17,Fort Bend,112,8,502,84
2022-07-18,Fort Bend,106,6,452,75
2022-07-19,Fort Bend,105,12,541,81
2022-07-20,Fort Bend,107,11,90,81
2022-07-21,Fort Bend,112,12,524,93
2022-07-22,Fort Bend,111,12,536,86
2022-07-23,Fort Bend,105,11,502,87
2022-07-24,Fort Bend,109,7,411,77
2022-07-25,Fort Bend,113,10,496,88
2022-07-26,Fort Bend,89,11,553,92
2022-07-27,Fort Bend,102,12,558,83
2022-07-28,Fort Bend,105,10,576,93
2022-07-29,Fort Bend,101,6,575,96
2022-07-30,Fort Bend,105,4,547,89
2022-07-31,Fort Bend,103,4,518,88
2022-08-01,Fort Bend,99,5,532,88
2022-08-02,Fort Bend,106,6,558,62
2022-08-03,Fort Bend,9,6,594,65
2022-08-04,Fort Bend,7,6,605,81
2022-08-05,Fort Bend,110,12,549,78
2022-08-06,Fort Bend,117,7,580,77
2022-08-07,Fort Bend,111,8,512,76
2022-08-08,Fort Bend,109,5,413,63
2022-08-09,Fort Bend,106,3,504,67
2022-08-10,Fort Bend,111,4,535,81
2022-08-11,Fort Bend,6,4,545,85
2022-08-12,Fort Bend,9,4,571,75
2022-08-13,Fort Bend,114,7,540,62
2022-08-14,Fort Bend,115,11,543,97
2022-08-15,Fort Bend,110,12,518,69
2022-08-16,Fort Bend,106,9,555,82
2022-08-17,Fort Bend,103,5,588,74
2022-08-18,Fort Bend,107,11,506,80
2022-08-19,Fort Bend,106,4,502,89
2022-08-20,Fort Bend,109,10,459,68
2022-08-21,Fort Bend,105,11,494,77
2022-08-22,Fort Bend,107,6,438,65
2020-04-01,Harris,1336,73,4061,175
2020-04-02,Harris,1374,57,3891,178
2020-04-03,Harris,1349,229,4649,316
2020-04-04,Harris,1366,232,4382,384
2020-04-05,Harris,1360,233,3704,351
2020-04-06,Harris,1355,222,3697,383
2020-04-07,Harris,1319,281,4447,431
2020-04-08,Harris,1316,274,4294,422
2020-04-09,Harris,1324,306,5873,491
2020-04-10,Harris,1318,252,3853,454
2020-04-11,Harris,1312,255,4251,409
2020-04-12,Harris,1350,178,2985,270
2020-04-13,Harris,1305,278,4748,444
2020-04-14,Harris,1391,307,4596,430
2020-04-15,Harris,1378,265,4790,376
2020-04-16,Harris,1309,285,4358,334
2020-04-17,Harris,1312,185,4165,277
2020-04-18,Harris,1291,296,4424,384
2020-04-19,Harris,1320,261,4916,390
2020-04-20,Harris,1357,259,4574,424
2020-04-21,Harris,1379,245,4548,383
2020-04-22,Harris,1327,237,4798,407
2020-04-23,Harris,1352,243,5026,403
2020-04-24,Harris,241,243,5316,386
2020-04-25,Harris,1311,243,5112,368
2020-04-26,Harris,1336,262,4425,354
2020-04-27,Harris,1298,247,5081,385
2020-04-28,Harris,1322,232,5282,410
2020-04-29,Harris,1263,233,5127,336
2020-04-30,Harris,1295,246,5694,362
2020-05-01,Harris,1302,221,5534,392
2020-05-02,Harris,1313,174,4117,305
2020-05-03,Harris,1346,229,4855,370
2020-05-04,Harris,1318,221,5211,433
2020-05-05,Harris,1389,220,5578,400
2020-05-06,Harris,1349,211,5992,390
2020-05-07,Harris,1367,214,5761,376
2020-05-08,Harris,1356,213,6112,380
2020-05-09,Harris,1335,228,5434,411
2020-05-10,Harris,1341,194,4645,333
2020-05-11,Harris,1316,224,4989,345
2020-05-12,Harris,1381,209,6047,383
2020-05-13,Harris,1413,229,5680,332
2020-05-14,Harris,1380,196,6355,360
2020-05-15,Harris,1342,199,6513,423
2020-05-16,Harris,1366,196,5284,308
2020-05-17,Harris,1293,204,5791,304
2020-05-18,Harris,1424,232,5542,334
2020-05-19,Harris,1416,236,6077,382
2020-05-20,Harris,1399,254,6180,363
2020-05-21,Harris,1401,252,6097,340
2020-05-22,Harris,1432,219,6079,316
2020-05-23,Harris,1415,235,5915,325
2020-05-24,Harris,1383,213,5213,286
2020-05-25,Harris,1270,216,5550,311
2020-05-26,Harris,1427,199,5346,312
2020-05-27,Harris,1443,219,5865,281
2020-05-28,Harris,1422,250,7060,317
2020-05-29,Harris,1463,214,6899,357
2020-05-30,Harris,1449,216,5892,285
2020-05-31,Harris,1440,214,5780,328
2020-06-01,Harris,1420,249,5903,376
2020-06-02,Harris,1431,250,6716,395
2020-06-03,Harris,1489,244,6210,403
2020-06-04,Harris,1456,259,7147,411
2020-06-05,Harris,1447,229,6513,381
2020-06-06,Harris,1433,240,6217,460
2020-06-07,Harris,1436,235,6501,443
2020-06-08,Harris,1439,236,6554,476
2020-06-09,Harris,1480,272,6785,497
2020-06-10,Harris,1438,242,7143,499
2020-06-11,Harris,1452,254,7066,521
2020-06-12,Harris,1461,248,7375,548
2020-06-13,Harris,1446,232,6568,597
2020-06-14,Harris,1474,274,6093,621
2020-06-15,Harris,1445,261,6638,632
2020-06-16,Harris,1474,315,6815,693
2020-06-17,Harris,1497,334,7277,751
2020-06-18,Harris,1485,384,7439,798
2020-06-19,Harris,1459,357,7535,831
2020-06-20,Harris,1469,361,7133,850
2020-06-21,Harris,1477,370,6604,851
2020-06-22,Harris,1482,382,6773,964
2020-06-23,Harris,1489,441,7362,1126
2020-06-24,Harris,1509,485,7698,1145
2020-06-25,Harris,1505,479,7711,1234
2020-06-26,Harris,1487,497,7602,1254
2020-06-27,Harris,1525,520,6983,1322
2020-06-28,Harris,1532,582,6822,1366
2020-06-29,Harris,1509,540,6881,1564
2020-06-30,Harris,1522,564,7331,1634
2020-07-01,Harris,1557,581,7273,1589
2020-07-02,Harris,596,581,7302,1643
2020-07-03,Harris,1535,591,7012,1575
2020-07-04,Harris,1570,667,6889,1703
2020-07-05,Harris,1548,675,6531,1787
2020-07-06,Harris,1579,695,7034,1795
2020-07-07,Harris,710,695,7496,1978
2020-07-08,Harris,1568,708,7536,1908
2020-07-09,Harris,777,708,7800,1952
2020-07-10,Harris,1584,766,7787,2009
2020-07-11,Harris,1580,725,7261,1957
2020-07-12,Harris,1584,760,7101,1930
2020-07-13,Harris,1572,752,7237,1944
2020-07-14,Harris,1586,699,7467,2040
2020-07-15,Harris,1591,749,7475,2034
2020-07-16,Harris,1587,726,7209,1878
2020-07-17,Harris,1577,735,7620,1903
2020-07-18,Harris,1578,840,7064,1795
2020-07-19,Harris,1584,659,7034,1757
2020-07-20,Harris,1558,725,6955,1888
2020-07-21,Harris,1576,720,7070,1768
2020-07-22,Harris,1575,613,7075,1684
2020-07-23,Harris,1582,686,7326,1650
2020-07-24,Harris,1569,687,7635,1606
2020-07-25,Harris,1574,652,6481,1574
2020-07-26,Harris,1584,661,6538,1435
2020-07-27,Harris,1577,665,6915,1483
2020-07-28,Harris,1589,664,7301,1551
2020-07-29,Harris,1585,653,7459,1471
2020-07-30,Harris,1578,661,7468,1360
2020-07-31,Harris,1572,631,7138,1251
2020-08-01,Harris,1563,609,6860,1232
2020-08-02,Harris,1571,592,6919,1199
2020-08-03,Harris,1588,630,6695,1076
2020-08-04,Harris,1579,599,7531,1206
2020-08-05,Harris,1584,574,7743,1162
2020-08-06,Harris,1575,525,7366,1181
2020-08-07,Harris,1576,551,7341,1192
2020-08-08,Harris,1571,513,6775,1067
2020-08-09,Harris,1566,497,6853,1002
2020-08-10,Harris,1551,463,6916,953
2020-08-11,Harris,1548,502,7336,962
2020-08-12,Harris,1551,505,7516,971
2020-08-13,Harris,1546,483,7701,951
2020-08-14,Harris,1533,491,7793,916
2020-08-15,Harris,1531,439,7578,911
2020-08-16,Harris,1558,430,6932,732
2020-08-17,Harris,1556,441,6938,823
2020-08-18,Harris,1544,436,7257,861
2020-08-19,Harris,1556,372,7182,739
2020-08-20,Harris,1542,376,7775,739
2020-08-21,Harris,1546,376,6831,734
2020-08-22,Harris,1519,361,6757,697
2020-08-23,Harris,1525,314,6653,686
2020-08-24,Harris,1527,318,6689,651
2020-08-25,Harris,1559,311,7233,699
2020-08-26,Harris,1535,278,6569,611
2020-08-27,Harris,1527,316,6499,582
2020-08-28,Harris,1478,282,6626,583
2020-08-29,Harris,1505,272,6296,517
2020-08-30,Harris,1519,276,5962,545
2020-08-31,Harris,1508,260,6777,545
2020-09-01,Harris,1544,279,7450,625
2020-09-02,Harris,1550,267,7685,559
2020-09-03,Harris,1538,283,7437,506
2020-09-04,Harris,1560,259,7596,526
2020-09-05,Harris,1550,250,7228,517
2020-09-06,Harris,1538,245,6506,415
2020-09-07,Harris,1515,227,6668,438
2020-09-08,Harris,222,227,6724,449
2020-09-09,Harris,1553,223,6971,482
2020-09-10,Harris,1542,217,7698,495
2020-09-11,Harris,1530,222,7854,472
2020-09-12,Harris,1526,206,7360,461
2020-09-13,Harris,1510,195,6906,412
2020-09-14,Harris,1519,197,7084,420
2020-09-15,Harris,1532,190,7662,460
2020-09-16,Harris,1531,198,7597,434
2020-09-17,Harris,1551,171,7847,388
2020-09-18,Harris,1541,186,7881,380
2020-09-19,Harris,1546,171,7283,378
2020-09-20,Harris,1536,170,7232,345
2020-09-21,Harris,1479,167,6777,356
2020-09-22,Harris,1525,170,7696,409
2020-09-23,Harris,1530,161,7722,395
2020-09-24,Harris,1526,164,7409,374
2020-09-25,Harris,1516,169,7447,368
2020-09-26,Harris,1506,168,6836,376
2020-09-27,Harris,1514,170,6989,332
2020-09-28,Harris,1489,159,6516,340
2020-09-29,Harris,1523,157,7539,325
2020-09-30,Harris,1507,149,7620,315
2020-10-01,Harris,1539,171,7650,353
2020-10-02,Harris,1519,166,7805,308
2020-10-03,Harris,1485,157,7136,299
2020-10-04,Harris,161,157,6607,316
2020-10-05,Harris,1509,164,6892,345
2020-10-06,Harris,1517,151,7385,359
2020-10-07,Harris,1494,167,7739,373
2020-10-08,Harris,1526,169,7672,340
2020-10-09,Harris,1500,169,7736,344
2020-10-10,Harris,1499,157,7346,360
2020-10-11,Harris,1517,154,6963,340
2020-10-12,Harris,1505,158,7118,365
2020-10-13,Harris,1512,149,7727,377
2020-10-14,Harris,1530,175,7950,412
2020-10-15,Harris,1497,178,8059,407
2020-10-16,Harris,1505,161,7720,421
2020-10-17,Harris,1511,144,7070,300
2020-10-18,Harris,1489,165,7014,350
2020-10-19,Harris,1502,162,7186,400
2020-10-20,Harris,1542,191,7687,442
2020-10-21,Harris,1565,176,7677,451
2020-10-22,Harris,1558,191,7424,424
